Individual,Species,Family,Month,Year,Location,Collector,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,Lattitude_Group,Temperature_District,Temperature_Before,Temperature_Of,Ecology,Voltinism,,
31,small skipper,Hesperiidae,July,1913,Hampshire,FC Woodforde,male,13.815,68.684,2.436,6.277,2,England S,11.865,11.635,GS,Univoltine,,
32,small skipper,Hesperiidae,July,1913,Hampshire,FC Woodforde,male,13.147,66.361,2.333,6.999,2,England S,11.865,11.635,GS,Univoltine,,
43,small skipper,Hesperiidae,July,1913,Hampshire,FC Woodforde,male,12.2,52.89,1.982,5.699,2,England S,11.865,11.635,GS,Univoltine,,
45,grizzled skipper,Hesperiidae,May,1914,Hampshire,FC Woodforde,,11.711,53.106,2.237,5.326,2,England S,11.635,12.19,GG,Univoltine,,
64,grizzled skipper,Hesperiidae,May,1914,Hampshire,FC Woodforde,,10.667,43.761,2.105,4.765,2,England S,11.635,12.19,GG,Univoltine,,
66,grizzled skipper,Hesperiidae,May,1914,Hampshire,FC Woodforde,,11.67,52.134,2.219,4.848,2,England S,11.635,12.19,GG,Univoltine,,
16,small skipper,Hesperiidae,July,1914,Dorset,FC Woodforde,female,12.744,61.768,2.643,4.873,1,England S,11.635,12.19,GS,Univoltine,,
37,small skipper,Hesperiidae,July,1914,Surrey,RJ Champion,male,12.131,57.302,2.168,6.318,2,England S,11.635,12.19,GS,Univoltine,,
38,small skipper,Hesperiidae,July,1914,Berkshire,Thornewill,male,12.557,60.055,2.045,5.804,2,England S,11.635,12.19,GS,Univoltine,,
27,dingy skipper,Hesperiidae,May,1915,Buckinghamshire,HRB,,12.743,60.927,2.102,4.372,2,England S,12.19,11.32,GS,Univoltine,,
37,grizzled skipper,Hesperiidae,,1915,Somerset,H Doidge,,11.148,49.444,2.254,4.563,2,England S,12.19,11.32,GG,Univoltine,,
44,grizzled skipper,Hesperiidae,,1915,Somerset,H Doidge,,11.079,49.285,2.218,5.039,2,England S,12.19,11.32,GG,Univoltine,,
51,grizzled skipper,Hesperiidae,,1915,Somerset,H Doidge,,10.963,46.164,1.963,4.345,2,England S,12.19,11.32,GG,Univoltine,,
55,grizzled skipper,Hesperiidae,May,1915,Hampshire,FC Woodforde,,11.289,51.097,2.293,5.632,2,England S,12.19,11.32,GG,Univoltine,,
65,grizzled skipper,Hesperiidae,May,1915,Hampshire,FC Woodforde,,11.178,47.559,2.154,4.455,2,England S,12.19,11.32,GG,Univoltine,,
14,dingy skipper,Hesperiidae,June,1917,Staffordshire,,,11.814,55.989,2.151,5.715,2,England S,11.1,11.29,GS,Univoltine,,
9,silver spotted skipper,Hesperiidae,August,1917,Hertfordshire,JJL,female,15.361,76.39,4.266,7.047,2,England S,11.1,11.29,SS,Univoltine,,
56,small skipper,Hesperiidae,August,1917,Buckinghamshire,HRB,female,12.974,59.436,2.148,6.587,2,England S,11.1,11.29,GS,Univoltine,,
12,dingy skipper,Hesperiidae,May,1918,Surrey,,,11.674,58.974,2.031,5.215,2,England S,11.29,11.66,GS,Univoltine,,
18,dingy skipper,Hesperiidae,June,1918,Surrey,,,12.346,59.002,2.169,5.164,2,England S,11.29,11.66,GS,Univoltine,,
34,grizzled skipper,Hesperiidae,May,1918,Devon,P Milman,,11.201,51.039,2.218,5.254,2,England S,11.29,11.66,GG,Univoltine,,
35,grizzled skipper,Hesperiidae,May,1918,Devon,P Milman,,10.621,45.187,2.092,4.726,2,England S,11.29,11.66,GG,Univoltine,,
52,grizzled skipper,Hesperiidae,May,1918,Worcestershire,FC Woodforde,,10.954,50.127,2.109,4.89,2,England S,11.29,11.66,GG,Univoltine,,
53,small skipper,Hesperiidae,July,1918,Buckinghamshire,HRB,male,12.259,57.051,2.604,5.451,2,England S,11.29,11.66,GS,Univoltine,,
54,small skipper,Hesperiidae,July,1918,Buckinghamshire,HRB,male,12.48,60.46,2.378,6.63,2,England S,11.29,11.66,GS,Univoltine,,
55,small skipper,Hesperiidae,July,1918,Buckinghamshire,HRB,male,13.133,62.456,2.336,6.298,2,England S,11.29,11.66,GS,Univoltine,,
57,small skipper,Hesperiidae,July,1918,Buckinghamshire,HRB,female,13.584,67.861,2.622,6.277,2,England S,11.29,11.66,GS,Univoltine,,
58,small skipper,Hesperiidae,July,1918,Buckinghamshire,HRB,female,13.327,65.778,2.932,6.528,2,England S,11.29,11.66,GS,Univoltine,,
20,dingy skipper,Hesperiidae,May,1919,Kent,,,10.678,48.287,2.479,4.511,2,England S,11.66,11.32,GS,Univoltine,,
42,grizzled skipper,Hesperiidae,May,1919,Devon,P Milman,,11.155,50.922,2.273,4.763,1,England S,11.66,11.32,GG,Univoltine,,
49,grizzled skipper,Hesperiidae,May,1919,Devon,P Milman,,11.303,48.408,2.018,4.817,1,England S,11.66,11.32,GG,Univoltine,,
63,grizzled skipper,Hesperiidae,June,1920,Berkshire,WM Geldart,,11.19,45.002,2.092,4.586,2,England S,11.32,11.585,GG,Univoltine,,
39,silver spotted skipper,Hesperiidae,August,1920,Hertfordshire,J peed,male,12.779,60.164,2.387,5.151,2,England S,11.32,11.585,SS,Univoltine,,
40,silver spotted skipper,Hesperiidae,August,1920,Hertfordshire,J peed,male,12.76,60.858,2.067,5.318,2,England S,11.32,11.585,SS,Univoltine,,
48,silver spotted skipper,Hesperiidae,August,1920,Hertfordshire,J peed,male,11.972,51.154,2.182,6.013,2,England S,11.32,11.585,SS,Univoltine,,
49,silver spotted skipper,Hesperiidae,August,1920,Hertfordshire,J peed,male,11.944,60.428,2.762,5.412,2,England S,11.32,11.585,SS,Univoltine,,
34,dingy skipper,Hesperiidae,April,1921,Greater London,,,12.529,56.341,2.169,4.734,2,England S,11.585,12.62,GS,Univoltine,,
7,grizzled skipper,Hesperiidae,May,1921,Somerset,C Greenwood,,10.203,42.606,1.84,5.502,2,England S,11.585,12.62,GG,Univoltine,,
19,grizzled skipper,Hesperiidae,May,1922,Somerset,C Greenwood,,11.488,49.569,2.041,4.5,2,England S,12.62,10.755,GG,Univoltine,,
2,dingy skipper,Hesperiidae,June,1923,Dorset,,,11.275,52.198,1.997,4.234,1,England S,10.755,11.575,GS,Univoltine,,
5,dingy skipper,Hesperiidae,June,1923,Dorset,,,12.33,62.562,1.911,5.426,1,England S,10.755,11.575,GS,Univoltine,,
89,grizzled skipper,Hesperiidae,May,1923,Hampshire,JJ Walker,,11.639,50.668,1.885,4.691,2,England S,10.755,11.575,GG,Univoltine,,
92,grizzled skipper,Hesperiidae,May,1923,Hampshire,JJ Walker,,10.438,44.257,2.215,4.574,2,England S,10.755,11.575,GG,Univoltine,,
52,small skipper,Hesperiidae,August,1923,Surrey,AH Hamm,male,12.504,59.963,2.25,6.008,2,England S,10.755,11.575,GS,Univoltine,,
93,grizzled skipper,Hesperiidae,May,1924,Hampshire,JJ Walker,,11.12,45.251,2.46,4.755,2,England S,11.575,11.095,GG,Univoltine,,
62,small skipper,Hesperiidae,April,1924,Oxfordshire,,male,13.34,64.772,2.202,6.936,2,England S,11.575,11.095,GS,Univoltine,,
99,silver spotted skipper,Hesperiidae,August,1929,Berkshire,JNM,male,13.655,59.458,2.237,5.835,2,England S,11.69,11.36,SS,Univoltine,,
100,silver spotted skipper,Hesperiidae,August,1929,Berkshire,JNM,female,13.969,68.338,3.161,6.095,2,England S,11.69,11.36,SS,Univoltine,,
98,grizzled skipper,Hesperiidae,May,1930,Cambridgeshire,,,11.526,48.002,2.131,4.233,3,England S,11.36,11.76,GG,Univoltine,,
102,grizzled skipper,Hesperiidae,June,1930,Cambridgeshire,,,12.001,53.012,2.641,4.771,3,England S,11.36,11.76,GG,Univoltine,,
106,grizzled skipper,Hesperiidae,May,1930,Cambridgeshire,,,11.238,49.043,1.984,4.82,3,England S,11.36,11.76,GG,Univoltine,,
65,small skipper,Hesperiidae,July,1930,Surrey,,female,13.52,60.591,2.243,5.029,2,England S,11.36,11.76,GS,Univoltine,,
66,small skipper,Hesperiidae,July,1930,Surrey,,male,13.494,64.125,1.991,6.16,2,England S,11.36,11.76,GS,Univoltine,,
82,silver spotted skipper,Hesperiidae,August,1936,Hampshire,DWF Ffennell,female,14.774,74.828,2.984,6.76,2,England S,12.195,11.695,SS,Univoltine,,
101,small skipper,Hesperiidae,August,1936,Buckinghamshire,,male,12.501,55.72,2.095,5.91,2,England S,12.195,11.695,GS,Univoltine,,
88,dingy skipper,Hesperiidae,May,1938,Hertfordshire,,,12.337,62.056,2.083,5.163,2,England S,11.915,11.995,GS,Univoltine,,
89,dingy skipper,Hesperiidae,May,1938,Devon,H Henstock,,12.04,56.446,1.98,4.165,1,England S,11.915,11.995,GS,Univoltine,,
6,grizzled skipper,Hesperiidae,April,1938,Hertfordshire,,,10.833,42.134,2.023,4.493,2,England S,11.915,11.995,GG,Univoltine,,
18,grizzled skipper,Hesperiidae,May,1938,Hertfordshire,,,10.674,41.855,2.059,5.174,2,England S,11.915,11.995,GG,Univoltine,,
27,grizzled skipper,Hesperiidae,April,1938,Hertfordshire,,,10.746,43.673,2.113,4.591,2,England S,11.915,11.995,GG,Univoltine,,
73,silver spotted skipper,Hesperiidae,August,1940,Hertfordshire,DWF Ffennell,male,13.775,65.633,2.221,4.96,2,England S,11.805,12.26,SS,Univoltine,,
74,silver spotted skipper,Hesperiidae,August,1940,Hertfordshire,DWF Ffennell,male,14.25,61.293,2.237,5.414,2,England S,11.805,12.26,SS,Univoltine,,
76,silver spotted skipper,Hesperiidae,August,1940,Hertfordshire,DWF Ffennell,female,14.78,74.479,4.077,5.462,2,England S,11.805,12.26,SS,Univoltine,,
77,silver spotted skipper,Hesperiidae,August,1940,Hertfordshire,DWF Ffennell,female,14.207,71.277,3.405,6.483,2,England S,11.805,12.26,SS,Univoltine,,
28,grizzled skipper,Hesperiidae,June,1941,Devon,,,11.669,51.793,2.333,4.739,2,England S,12.26,11.21,GG,Univoltine,,
4,dingy skipper,Hesperiidae,June,1942,Kent,,,11.869,52.539,2.341,3.546,2,England S,11.21,11.84,GS,Univoltine,,
23,grizzled skipper,Hesperiidae,,1943,Hampshire,,,11.463,49.201,2.479,4.737,2,England S,11.84,12.63,GG,Univoltine,,
64,small skipper,Hesperiidae,July,1945,Kent,,female,13.203,62.323,2.495,6.392,2,England S,12.155,12.74,GS,Univoltine,,
91,grizzled skipper,Hesperiidae,June,1946,East Sussex,,,11.085,48.08,1.985,5.215,2,England S,12.74,11.44,GG,Univoltine,,
6,dingy skipper,Hesperiidae,May,1947,Hertfordshire,,,12.408,58.974,2.031,5.2,2,England S,11.44,12.715,GS,Univoltine,,
53,dingy skipper,Hesperiidae,May,1947,Hampshire,DWF Ffennell,,12.528,63.781,2.014,5.615,2,England S,11.44,12.715,GS,Univoltine,,
54,dingy skipper,Hesperiidae,May,1947,Kent,,,12.811,58.034,2.17,5.666,2,England S,11.44,12.715,GS,Univoltine,,
71,dingy skipper,Hesperiidae,May,1947,Kent,,,12.233,58.72,2.669,4.932,2,England S,11.44,12.715,GS,Univoltine,,
102,small skipper,Hesperiidae,June,1947,Hertfordshire,,male,12.944,59.034,2.012,6.268,2,England S,11.44,12.715,GS,Univoltine,,
103,small skipper,Hesperiidae,July,1947,Essex,,female,14.758,69.171,2.724,6.789,2,England S,11.44,12.715,GS,Univoltine,,
104,small skipper,Hesperiidae,June,1947,Hertfordshire,,male,12.568,56.476,1.99,6.643,2,England S,11.44,12.715,GS,Univoltine,,
58,dingy skipper,Hesperiidae,May,1948,Kent,JF Burton,,11.661,49.143,1.894,5.577,2,England S,12.715,12.09,GS,Univoltine,,
59,dingy skipper,Hesperiidae,May,1948,Greater London,JF Burton,,11.436,48.288,1.81,3.981,2,England S,12.715,12.09,GS,Univoltine,,
67,dingy skipper,Hesperiidae,May,1948,Kent,,,12.232,55.667,2.359,5.327,2,England S,12.715,12.09,GS,Univoltine,,
1,grizzled skipper,Hesperiidae,May,1948,Kent,JF Burton,,12.037,52.325,2.205,5.448,2,England S,12.715,12.09,GG,Univoltine,,
25,grizzled skipper,Hesperiidae,May,1948,Greater London,,,10.424,43.688,1.986,5.321,2,England S,12.715,12.09,GG,Univoltine,,
70,silver spotted skipper,Hesperiidae,August,1948,East Sussex,R Tubbs,male,13.107,59.201,2.367,5.008,2,England S,12.715,12.09,SS,Univoltine,,
88,small skipper,Hesperiidae,July,1948,Kent,,female,13.484,61.512,2.412,5.83,2,England S,12.715,12.09,GS,Univoltine,,
95,small skipper,Hesperiidae,June,1948,West Sussex,,male,12.956,61.043,2.158,7.083,2,England S,12.715,12.09,GS,Univoltine,,
88,grizzled skipper,Hesperiidae,April,1949,Devon,R Tubbs,,11.479,50.6,2.263,4.475,1,England S,12.09,12.425,GG,Univoltine,,
107,grizzled skipper,Hesperiidae,May,1949,Surrey,DWF Ffennell,,10.907,46.887,2.165,5.624,2,England S,12.09,12.425,GG,Univoltine,,
110,grizzled skipper,Hesperiidae,June,1949,Kent,R Tubbs,,11.688,46.739,2.099,5.69,2,England S,12.09,12.425,GG,Univoltine,,
63,small skipper,Hesperiidae,July,1949,Hertfordshire,DWF Ffennell,male,11.996,50.657,1.865,6.204,2,England S,12.09,12.425,GS,Univoltine,,
66,dingy skipper,Hesperiidae,June,1951,Dumfries,,,12.528,58.118,2.392,4.94,6,Scotland,9.49,8.06,GS,Univoltine,,
69,silver spotted skipper,Hesperiidae,August,1951,Surrey,R Tubbs,male,14.063,65.278,2.594,7.002,2,England S,12.3,11.015,SS,Univoltine,,
84,silver spotted skipper,Hesperiidae,August,1951,Kent,DF Owen,female,14.504,73.587,3.487,7.311,2,England S,12.3,11.015,SS,Univoltine,,
100,small skipper,Hesperiidae,July,1951,Surrey,JF Burton,male,12.434,61.579,1.949,6.037,2,England S,12.3,11.015,GS,Univoltine,,
85,small skipper,Hesperiidae,July,1952,Devon,WL Coleridge,male,12.242,59.113,1.991,6.057,1,England S,11.015,12.695,GS,Univoltine,,
79,silver spotted skipper,Hesperiidae,August,1953,Surrey,,female,13.993,68.43,2.726,5.576,2,England S,12.695,11.795,SS,Univoltine,,
83,silver spotted skipper,Hesperiidae,August,1953,Kent,JF Burton,male,14.336,68.979,2.108,5.446,2,England S,12.695,11.795,SS,Univoltine,,
108,grizzled skipper,Hesperiidae,May,1954,Hampshire,DWF Ffennell,,11.892,51.089,2.148,4.888,2,England S,11.795,11.075,GG,Univoltine,,
109,grizzled skipper,Hesperiidae,May,1954,Hampshire,DWF Ffennell,,10.67,41.772,2.117,4.673,2,England S,11.795,11.075,GG,Univoltine,,
94,silver spotted skipper,Hesperiidae,August,1954,Kent,PW Cribb,male,14.2,65.917,2.205,5.982,2,England S,11.795,11.075,SS,Univoltine,,
94,small skipper,Hesperiidae,July,1954,East Sussex,PW Cribb,male,13.039,56.399,2.201,6.998,2,England S,11.795,11.075,GS,Univoltine,,
45,dingy skipper,Hesperiidae,June,1957,Hampshire,DWF Ffennell,,12.5,62.29,2.237,4.563,2,England S,11.12,12.53,GS,Univoltine,,
55,dingy skipper,Hesperiidae,June,1957,Oxfordshire,,,10.71,48.327,1.997,4.751,2,England S,11.12,12.53,GS,Univoltine,,
56,dingy skipper,Hesperiidae,June,1958,Berkshire,,,12.973,57.14,2.531,4.888,2,England S,12.53,11.215,GS,Univoltine,,
57,dingy skipper,Hesperiidae,June,1958,Berkshire,,,11.899,57.737,1.859,5.508,2,England S,12.53,11.215,GS,Univoltine,,
65,dingy skipper,Hesperiidae,June,1958,Oxfordshire,,,11.568,52.486,1.774,4.131,2,England S,12.53,11.215,GS,Univoltine,,
95,silver spotted skipper,Hesperiidae,August,1958,Surrey,PW Cribb,male,13.269,59.395,2.496,7.067,2,England S,12.53,11.215,SS,Univoltine,,
85,silver spotted skipper,Hesperiidae,July,1960,Surrey,SF imber,female,14.075,69.559,2.983,6.209,2,England S,13.01,12.165,SS,Univoltine,,
19,dingy skipper,Hesperiidae,May,1962,Hampshire,DWF Ffennell,,12.765,63.494,2.117,4.817,2,England S,12.325,10.42,GS,Univoltine,,
48,dingy skipper,Hesperiidae,May,1962,Hampshire,DWF Ffennell,,13.029,64.211,2.083,5.424,2,England S,12.325,10.42,GS,Univoltine,,
52,dingy skipper,Hesperiidae,May,1962,Hampshire,DWF Ffennell,,12.485,64.2,2.651,4.991,2,England S,12.325,10.42,GS,Univoltine,,
94,grizzled skipper,Hesperiidae,June,1963,East Sussex,R Tubbs,,11.403,46.471,2.101,5.295,2,England S,10.42,11.33,GG,Univoltine,,
60,dingy skipper,Hesperiidae,May,1964,Isle of Wight,P Taylor,,11.673,55.024,2.203,5.267,1,England S,11.33,11.815,GS,Univoltine,,
68,dingy skipper,Hesperiidae,June,1964,Surrey,P Taylor,,11.651,56.73,2.065,4.873,2,England S,11.33,11.815,GS,Univoltine,,
69,dingy skipper,Hesperiidae,May,1964,Isle of Wight,P Taylor,,12.6,59.534,2.014,5.749,1,England S,11.33,11.815,GS,Univoltine,,
91,silver spotted skipper,Hesperiidae,July,1964,Surrey,SF Timber,male,13.621,63.42,2.006,5.527,2,England S,11.33,11.815,SS,Univoltine,,
93,small skipper,Hesperiidae,July,1964,Hampshire,DWF Ffennell,female,12.163,54.514,2.451,5.28,2,England S,11.33,11.815,GS,Univoltine,,
49,dingy skipper,Hesperiidae,May,1965,Hampshire,DWF Ffennell,,11.855,58.529,1.945,4.01,2,England S,11.815,11.23,GS,Univoltine,,
51,dingy skipper,Hesperiidae,May,1965,Hampshire,DWF Ffennell,,11.835,60.493,2.74,3.913,2,England S,11.815,11.23,GS,Univoltine,,
61,dingy skipper,Hesperiidae,May,1965,Surrey,P Taylor,,12.517,60.065,2.117,5.938,2,England S,11.815,11.23,GS,Univoltine,,
3,grizzled skipper,Hesperiidae,May,1965,Surrey,P Taylor,,11.515,52.829,2.378,5.338,2,England S,11.815,11.23,GG,Univoltine,,
101,grizzled skipper,Hesperiidae,May,1965,Hampshire,DWF Ffennell,,11.011,45.548,2.164,4.705,2,England S,11.815,11.23,GG,Univoltine,,
105,grizzled skipper,Hesperiidae,June,1965,Hampshire,DWF Ffennell,,10.878,44.816,2.049,4.46,2,England S,11.815,11.23,GG,Univoltine,,
103,silver spotted skipper,Hesperiidae,August,1965,Buckinghamshire,RC Revels,male,13.511,59.121,2.569,7.548,2,England S,11.815,11.23,SS,Univoltine,,
109,silver spotted skipper,Hesperiidae,August,1965,Buckinghamshire,RC Revels,female,15.112,77.889,3.549,7.31,2,England S,11.815,11.23,SS,Univoltine,,
104,silver spotted skipper,Hesperiidae,August,1966,Buckinghamshire,RC Revels,male,13.845,61.33,2.589,7.529,2,England S,11.23,11.595,SS,Univoltine,,
108,silver spotted skipper,Hesperiidae,August,1966,Buckinghamshire,RC Revels,male,14.542,67.91,2.47,7.589,2,England S,11.23,11.595,SS,Univoltine,,
50,dingy skipper,Hesperiidae,May,1967,Hampshire,DWF Ffennell,,11.968,54.659,2.032,5.306,2,England S,11.595,11.935,GS,Univoltine,,
95,grizzled skipper,Hesperiidae,May,1967,Surrey,R Tubbs,,11.852,52.234,2.23,6.001,2,England S,11.595,11.935,GG,Univoltine,,
60,small skipper,Hesperiidae,July,1967,Hampshire,DWF Ffennell,female,14.3,70.487,2.851,6.495,2,England S,11.595,11.935,GS,Univoltine,,
81,small skipper,Hesperiidae,July,1967,Hampshire,DWF Ffennell,female,13.54,58.69,2.892,6.496,2,England S,11.595,11.935,GS,Univoltine,,
97,small skipper,Hesperiidae,July,1967,Hampshire,DWF Ffennell,female,14.228,72.967,3.08,7.166,2,England S,11.595,11.935,GS,Univoltine,,
103,grizzled skipper,Hesperiidae,May,1968,Hampshire,DWF Ffennell,,11.24,48.437,1.967,4.705,2,England S,11.935,11.495,GG,Univoltine,,
98,silver spotted skipper,Hesperiidae,August,1968,Surrey,SF Timber,male,12.93,56.976,1.994,4.863,2,England S,11.935,11.495,SS,Univoltine,,
64,dingy skipper,Hesperiidae,June,1969,Oxfordshire,,,11.094,49.435,1.986,4.551,2,England S,11.495,11.525,GS,Univoltine,,
99,grizzled skipper,Hesperiidae,May,1969,Hampshire,DWF Ffennell,,11.297,50.566,2.049,4.721,2,England S,11.495,11.525,GG,Univoltine,,
71,silver spotted skipper,Hesperiidae,August,1970,Surrey,JV Dacie,female,15.21,83.547,3.323,7.067,2,England S,11.525,11.62,SS,Univoltine,,
76,small skipper,Hesperiidae,June,1970,West Sussex,,male,12.878,60.254,1.886,6.328,2,England S,11.525,11.62,GS,Univoltine,,
77,small skipper,Hesperiidae,June,1970,West Sussex,,male,13.034,56.535,1.887,5.678,2,England S,11.525,11.62,GS,Univoltine,,
44,dingy skipper,Hesperiidae,May,1971,Hampshire,DWF Ffennell,,12.966,66.348,1.979,5.697,2,England S,11.62,11.5,GS,Univoltine,,
46,dingy skipper,Hesperiidae,May,1971,Hampshire,DWF Ffennell,,12.129,60.036,1.859,5.543,2,England S,11.62,11.5,GS,Univoltine,,
47,dingy skipper,Hesperiidae,May,1971,Hampshire,DWF Ffennell,,12.55,59.932,2.358,4.716,2,England S,11.62,11.5,GS,Univoltine,,
104,grizzled skipper,Hesperiidae,May,1971,Hampshire,DWF Ffennell,,11.664,53.067,2.23,4.59,2,England S,11.62,11.5,GG,Univoltine,,
78,silver spotted skipper,Hesperiidae,September,1971,Hampshire,DWF Ffennell,female,14.925,74.234,3.063,6.289,2,England S,11.62,11.5,SS,Univoltine,,
82,small skipper,Hesperiidae,July,1971,Hampshire,DWF Ffennell,male,12.441,60.529,1.844,7.271,2,England S,11.62,11.5,GS,Univoltine,,
90,dingy skipper,Hesperiidae,July,1972,Wiltshire,,,11.901,55.095,2.686,5.201,2,England S,11.5,11.25,GS,Univoltine,,
9,grizzled skipper,Hesperiidae,May,1972,Kent,GT chart,,11.09,49.688,2.243,5.102,2,England S,11.5,11.25,GG,Univoltine,,
111,grizzled skipper,Hesperiidae,June,1972,Gloucestershire,RC Revels,,11.145,43.417,2.211,4.702,2,England S,11.5,11.25,GG,Univoltine,,
113,grizzled skipper,Hesperiidae,June,1972,Gloucestershire,RC Revels,,11.813,49.673,1.992,5.298,2,England S,11.5,11.25,GG,Univoltine,,
68,silver spotted skipper,Hesperiidae,August,1972,Hampshire,DWF Ffennell,male,13.244,56.468,2.448,6.808,2,England S,11.5,11.25,SS,Univoltine,,
72,silver spotted skipper,Hesperiidae,August,1972,Hampshire,DWF Ffennell,male,13.054,58.253,2.448,5.819,2,England S,11.5,11.25,SS,Univoltine,,
75,silver spotted skipper,Hesperiidae,August,1972,Hampshire,DWF Ffennell,female,15.479,81.083,3.21,6.323,2,England S,11.5,11.25,SS,Univoltine,,
80,silver spotted skipper,Hesperiidae,August,1972,Hampshire,DWF Ffennell,male,13.103,58.209,2.075,6.354,2,England S,11.5,11.25,SS,Univoltine,,
81,silver spotted skipper,Hesperiidae,August,1972,Hampshire,DWF Ffennell,male,13.639,61.629,2.335,6.031,2,England S,11.5,11.25,SS,Univoltine,,
106,silver spotted skipper,Hesperiidae,August,1972,Buckinghamshire,RC Revels,male,13.077,58.294,2.39,6.592,2,England S,11.5,11.25,SS,Univoltine,,
107,silver spotted skipper,Hesperiidae,August,1972,Buckinghamshire,RC Revels,male,12.79,60.035,2.649,6.254,2,England S,11.5,11.25,SS,Univoltine,,
98,small skipper,Hesperiidae,July,1972,Berkshire,JN Darcy,male,12.735,56.299,1.802,7.459,2,England S,11.5,11.25,GS,Univoltine,,
100,grizzled skipper,Hesperiidae,May,1973,Hampshire,DWF Ffennell,,11.566,46.358,2.328,4.557,2,England S,11.25,11.895,GG,Univoltine,,
112,grizzled skipper,Hesperiidae,June,1973,Gloucestershire,RC Revels,,10.53,41.264,1.872,5.298,2,England S,11.25,11.895,GG,Univoltine,,
114,grizzled skipper,Hesperiidae,June,1973,Gloucestershire,RC Revels,,11.526,48.957,2.112,5.201,2,England S,11.25,11.895,GG,Univoltine,,
80,small skipper,Hesperiidae,August,1973,Hampshire,DWF Ffennell,female,14.291,76.106,2.83,6.705,2,England S,11.25,11.895,GS,Univoltine,,
3,dingy skipper,Hesperiidae,June,1975,Oxfordshire,,,11.656,51.377,2.023,4.486,2,England S,11.34,12.11,GS,Univoltine,,
7,dingy skipper,Hesperiidae,June,1975,Oxfordshire,,,12.442,58.363,1.91,5.631,2,England S,11.34,12.11,GS,Univoltine,,
88,silver spotted skipper,Hesperiidae,August,1975,Surrey,,female,14.463,67.805,3.259,6.16,2,England S,11.34,12.11,SS,Univoltine,,
83,dingy skipper,Hesperiidae,May,1976,Hampshire,CJ Luckens,,11.567,49.191,2.083,5.181,2,England S,12.11,12.84,GS,Univoltine,,
